fecha	objective	metric	is_unbalance	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ganancia	iteracion
20230717 061040	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0795440861188644	0.820482949652313	1785	742	0.80539111647742	40
20230717 061258	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.287367280484977	0.788516727600293	2238	166	0.809336248937606	41
20230717 062210	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0207533929826645	0.914950017079478	1635	531	0.803398888017992	42
20230717 062607	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.0725499461753026	0.564721152304625	1585	336	0.804713454124161	43
20230717 062829	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.245591233257438	0.719525610350165	1534	495	0.804655576122583	44
20230717 063140	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	24	TRUE	491	0.187299552241382	0.347195710246125	435	436	0.80098502938106	45
20230717 063554	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	51	TRUE	491	0.154494325106025	0.562818586794357	1125	926	0.803049193975306	46
20230717 063917	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.0986864366231358	0.684784768696339	1898	750	0.808758326594754	47
20230717 070535	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	388	TRUE	491	0.0125600326919509	0.451241487222584	1118	780	0.803133466658988	48
20230717 070925	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0742896632573777	0.867003140910552	2123	246	0.806429636245488	49
20230717 071206	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.161905703489147	0.690641957167862	2293	586	0.802693431980349	50
20230717 071750	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0383733430571458	0.756735491559142	2406	312	0.809177620429386	51
20230717 072031	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.16249962310789	0.853247992591304	2063	623	0.804916202927969	52
20230717 072734	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	109	TRUE	491	0.07499231233984	0.334769035139889	1827	803	0.80544143300015	53
20230717 073005	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.207318527679206	0.649174424582696	1748	893	0.807502914272117	54
20230717 074659	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	341	TRUE	491	0.035624605656761	0.339188891605311	476	700	0.806091317915478	55
20230717 074950	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	19	TRUE	491	0.275802956692105	0.993890471801884	1115	859	0.802683099740669	56
20230717 075737	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	114	TRUE	491	0.0610336392487085	0.565626786291879	820	162	0.804014656404388	57
20230717 080034	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.138175011688787	0.635733751388825	1865	715	0.805186416654555	58
20230717 080259	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.233276319487662	0.541705991172511	1945	974	0.804364085886681	59
20230717 080637	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	19	TRUE	491	0.115404205544735	0.52232723003095	367	990	0.802021340686562	60
20230717 081042	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	55	TRUE	491	0.206943673137556	0.937361611730792	2665	99	0.802409289612085	61
20230717 081741	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	113	TRUE	491	0.087334605053796	0.494530007288302	2290	924	0.806237453302066	62
